model_id,fold,feature,importance,importance_pct
lightgbm_clf_baseline,12,STD60,6714.650703787804,4.127132921813673
lightgbm_clf_baseline,12,MIN_RATIO_250,6245.733649611473,3.838914949313733
lightgbm_clf_baseline,12,STD120,5434.212111324072,3.3401165150872942
lightgbm_clf_baseline,12,MOM_ACC_60_120,5416.593464374542,3.329287284935054
lightgbm_clf_baseline,12,MAX_RATIO_250,5372.414717674255,3.302132996797867
lightgbm_clf_baseline,13,LOG_CIRC_MV,2667.873489379883,13.050265189465978
lightgbm_clf_baseline,13,STD60,1607.2405548095703,7.862035267798513
lightgbm_clf_baseline,13,AMIHUD_20,1444.0354986190796,7.06369558938945
lightgbm_clf_baseline,13,ATR_RATIO_60,1247.263376235962,6.101158051827793
lightgbm_clf_baseline,13,STD250,1140.5146007537842,5.578981931318797
lightgbm_clf_baseline,13,ROC_STD_250,857.3546943664551,4.193866825940265
lightgbm_clf_baseline,13,STD120,845.9658145904541,4.1381565751058815
lightgbm_clf_baseline,13,MAX_RATIO_250,720.371696472168,3.5237959038801536
lightgbm_clf_baseline,13,MOM_ACC_60_120,701.8880491256714,3.4333806347526745
lightgbm_clf_baseline,13,MOM_ACC_20_60,659.1675882339478,3.2244077033627416
lightgbm_clf_baseline,14,STD60,529.5828914642334,18.63175309335356
lightgbm_clf_baseline,14,AMIHUD_20,434.5108013153076,15.286932597309514
lightgbm_clf_baseline,14,LOG_CIRC_MV,325.61269760131836,11.455686132523581
lightgbm_clf_baseline,14,ROC120,156.07449913024902,5.4910035403966955
lightgbm_clf_baseline,14,ROC250,150.9177017211914,5.309577407440707
lightgbm_clf_baseline,14,STD250,136.8170986175537,4.813490846245412
lightgbm_clf_baseline,14,ATR_RATIO_20,115.64999961853027,4.068791256041578
lightgbm_clf_baseline,14,WVMA_20,107.0029993057251,3.7645730167006315
lightgbm_clf_baseline,14,ROC_STD_250,100.9712963104248,3.5523660085962803
lightgbm_clf_baseline,14,STD30,89.6718978881836,3.154831260212428
lightgbm_clf_baseline,15,LOG_CIRC_MV,406.04970359802246,15.133378568006266
lightgbm_clf_baseline,15,AMIHUD_20,285.3976001739502,10.636702570059244
lightgbm_clf_baseline,15,MIN_RATIO_60,211.45700073242188,7.8809535251056
lightgbm_clf_baseline,15,MOM_ACC_60_120,173.8503017425537,6.479360549014814
lightgbm_clf_baseline,15,ROC_STD_250,173.48370361328125,6.465697521500094
lightgbm_clf_baseline,15,ATR_RATIO_20,139.77420043945312,5.209352132380016
lightgbm_clf_baseline,15,ROC_STD_120,121.2025032043457,4.51718927049671
lightgbm_clf_baseline,15,STD30,117.4312973022461,4.376637298487707
lightgbm_clf_baseline,15,ROC60,104.74539566040039,3.903836677476545
lightgbm_clf_baseline,15,MA_RATIO_250,103.20730018615723,3.846512214783421
lightgbm_clf_baseline,16,LOG_CIRC_MV,17116.43356794119,9.980923364079901
lightgbm_clf_baseline,16,MOM_ACC_60_120,9180.283585190773,5.353200861651871
lightgbm_clf_baseline,16,AMIHUD_20,8855.08212018013,5.163569599550805
lightgbm_clf_baseline,16,ROC_STD_250,8833.137217238545,5.150773102335266
lightgbm_clf_baseline,16,STD250,8258.86222076416,4.815902248137364
lightgbm_clf_baseline,16,STD120,7139.175538301468,4.162991294165472
lightgbm_clf_baseline,16,VSTD_60,6736.6628004312515,3.9282783340267886
